Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
Castelo,ES,2017,4.39,74.88,183.22,17.08,82.92,38304.0,60.338345864661655,58.19235588972431
Castelo,ES,2016,8.57,75.55,184.47,20.49,79.51,38070.0,60.28368794326241,57.25242973469924
Castelo,ES,2015,8.55,73.52,188.49,19.52,80.48,37829.0,60.22099447513812,57.21272039969336
Castelo,ES,2014,5.84,60.35,202.54,14.62,85.38,37582.0,60.15113618221489,56.45787877175243
Castelo,ES,2013,7.98,56.36,201.03,16.58,83.42,37331.0,62.38782781066674,52.28898234711098
Castelo,ES,2012,13.74,58.4,201.6,22.02,77.98,35048.0,62.77961652590732,53.874686144715824
Castelo,ES,2011,14.82,60.3,200.6,22.87,77.13,34900.0,62.05444126074499,51.82234957020058
Castelo,ES,2010,18.03,61.55,204.3,25.07,74.92,34747.0,60.75632428698881,50.323768958471234
Colatina,ES,2019,20.8,0.52,149.54,37.81,62.19,122499.0,99.91918301373887,85.2602878390844
Colatina,ES,2018,24.62,5.27,137.56,42.16,57.84,121580.0,96.57509458792563,89.7680539562428
Colatina,ES,2017,23.25,5.3,134.86,40.95,59.05,124525.0,96.57498494278258,86.04858462156193
Colatina,ES,2016,27.94,5.4,135.42,44.62,55.38,123598.0,95.50397255619023,85.2440978009353
Colatina,ES,2015,18.65,5.41,162.22,34.06,65.94,122646.0,93.85304045790323,83.6521370448282
Colatina,ES,2014,16.23,5.6,187.13,28.68,71.32,121670.0,92.23144571381606,82.80512862661297
Colatina,ES,2013,19.66,5.6,175.38,32.98,67.02,120677.0,91.49465101054882,80.67817396852756
Colatina,ES,2012,20.8,5.49,169.9,33.69,66.31,113054.0,96.0364073805438,81.43895837387444
Colatina,ES,2011,13.58,5.53,190.7,26.39,73.61,112432.0,93.28571936815142,79.10648214031593
Colatina,ES,2010,24.69,6.23,160.7,38.84,61.15,111788.0,91.4302071778724,77.51815937309908
Conceição da Barra,ES,2019,11.06,95.05,163.5,26.05,73.95,31063.0,67.83955187844059,1.6579209992595694
Conceição da Barra,ES,2018,6.3,89.49,157.32,25.83,74.17,30849.0,66.68935783980032,1.6337644656228727
Conceição da Barra,ES,2017,2.23,100.0,150.88,24.16,75.84,31574.0,64.88249825806042,1.6247545448786975
Conceição da Barra,ES,2016,1.49,100.0,155.21,21.41,78.59,31353.0,68.1752942302172,1.5150065384492712
Conceição da Barra,ES,2015,-2.27,100.0,162.03,17.06,82.94,31127.0,69.42204516978828,7.870980177980531
Conceição da Barra,ES,2014,-3.35,100.0,167.97,15.29,84.71,30895.0,69.47402492312672,1.4306522090953229
Conceição da Barra,ES,2013,-3.73,100.0,170.64,13.09,86.91,30659.0,71.56789197299325,1.2818421996803548
Conceição da Barra,ES,2012,-2.06,100.0,178.1,15.03,84.97,28745.0,75.38354496434162,1.0367020351365457
Domingos Martins,ES,2019,19.07,97.73,192.81,31.56,68.44,33850.0,25.46528803545052,17.707533234859675
Domingos Martins,ES,2018,15.17,100.0,178.8,30.9,69.1,33711.0,25.35670849277684,17.10717569932663
Domingos Martins,ES,2017,13.78,100.0,175.87,29.75,70.25,34757.0,25.09997986017205,16.15214201455822
Domingos Martins,ES,2016,13.17,98.71,179.66,28.64,71.36,34589.0,24.698603602301308,15.308335019803984
Domingos Martins,ES,2015,16.43,97.78,181.47,31.02,68.98,34416.0,24.11378428637843,13.854021385402138
Domingos Martins,ES,2014,17.3,94.01,199.37,28.76,71.24,34239.0,23.184088320336457,13.434971815765648
Domingos Martins,ES,2013,21.15,100.0,191.68,32.89,67.11,34059.0,22.70765436448516,13.191814204762323
Domingos Martins,ES,2012,20.37,100.0,188.1,32.02,67.98,32042.0,23.603395543349357,12.730166656263652
Domingos Martins,ES,2011,17.22,100.0,180.6,29.4,70.6,31946.0,24.306642459149817,14.355474863832718
Domingos Martins,ES,2010,23.09,100.0,173.6,34.48,65.51,31847.0,24.30684208873677,13.750117750494551
Ecoporanga,ES,2019,7.61,94.9,158.01,24.75,75.25,22923.0,54.66998211403394,6.670156611263796
Ecoporanga,ES,2018,14.99,96.52,145.71,33.16,66.84,23014.0,54.64065351525159,6.695924220039975
Ecoporanga,ES,2017,11.14,78.1,138.58,31.05,68.95,24217.0,54.218111244167325,6.326134533592105
Ecoporanga,ES,2016,10.92,71.96,136.16,31.69,68.31,24243.0,54.34145939033947,6.042981479189869
Ecoporanga,ES,2015,9.22,100.0,155.2,25.79,74.21,24271.0,53.93679700053562,2.7357752049771333
Ecoporanga,ES,2014,12.04,,159.63,26.15,73.85,24299.0,53.7511831762624,18.39993415366888
Ecoporanga,ES,2013,7.79,,163.63,22.9,77.1,24327.0,53.38101697702141,18.09923130677848
Fundão,ES,2019,9.51,100.0,200.22,32.0,68.0,21509.0,84.45301966618625,33.80910316611651
Fundão,ES,2018,4.77,100.0,176.34,29.5,70.5,21061.0,82.28004368263615,18.683823180285835
Fundão,ES,2017,43.14,100.0,130.11,25.65,74.35,20757.0,82.2517704870646,18.957460133930724
Fundão,ES,2016,16.4,100.0,137.58,32.28,67.72,20376.0,89.37475461327051,21.829603455045152
Fundão,ES,2015,16.98,100.0,146.2,30.85,69.15,19985.0,84.45334000500375,20.270202651988992
Fundão,ES,2014,24.63,100.0,165.22,34.62,65.38,19585.0,89.58897115139138,20.520806739851928
Fundão,ES,2013,43.36,100.0,114.7,50.38,49.62,19177.0,74.06789383115189,10.204932992647445
Governador Lindenberg,ES,2019,20.51,70.0,119.83,36.82,63.18,12709.0,38.87796050043276,34.093949169879615
Governador Lindenberg,ES,2018,16.67,70.0,115.48,35.06,64.94,12535.0,38.64379736737136,32.33346629437575
