Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
Pedras de Fogo,PB,2015,34.17,100.0,85.41,52.23,47.77,28286.0,34.904192886940535,5.642367248815669
Pedras de Fogo,PB,2014,46.56,100.0,142.65,32.54,67.46,28174.0,32.47675161496415,5.639951728544048
Pedras de Fogo,PB,2013,46.64,100.0,155.8,28.85,71.15,28056.0,33.37966923296264,3.0439121756487024
Pedras de Fogo,PB,2012,33.9,100.0,125.8,32.94,67.06,27479.0,33.578368936278615,3.1078277957713163
Pedras de Fogo,PB,2011,32.72,100.0,86.8,49.63,50.37,27389.0,33.560918616963015,3.1947132060316186
Pedras de Fogo,PB,2010,36.36,100.0,89.9,50.41,49.58,27032.0,34.30378810298905,3.340485350695472
Poço Dantas,PB,2011,100.0,100.0,127.4,11.84,88.16,3746.0,27.255739455419118,27.255739455419118
Poço Dantas,PB,2010,100.0,0.0,92.6,0.0,100.0,3751.0,24.820047987203413,24.820047987203413
Poço de José de Moura,PB,2010,100.0,60.0,107.6,16.82,83.17,3978.0,44.36902966314731,35.822021116138764
Queimadas,PB,2019,-2.29,100.0,91.85,24.79,75.21,43967.0,67.45058794095571,1.6557872950167172
Queimadas,PB,2018,-8.42,100.0,90.22,20.19,79.81,43917.0,66.43213334244142,1.680442653186693
Queimadas,PB,2017,-36.38,100.0,85.15,3.52,96.48,44214.0,64.95906274030851,1.540236124304519
Queimadas,PB,2016,-10.04,100.0,81.71,16.0,84.0,43945.0,63.7228353623848,1.4745704858345658
Queimadas,PB,2015,-13.19,100.0,80.28,22.37,77.63,43667.0,69.81931435637895,1.461057549179014
Queimadas,PB,2014,22.2,100.0,108.67,29.71,70.29,42884.0,69.6063800018655,1.4877343531386995
Queimadas,PB,2013,31.75,100.0,129.6,27.49,72.51,42586.0,64.65035457662142,1.3173343352275395
Queimadas,PB,2012,31.76,100.0,138.6,29.03,70.97,41538.0,64.4542346766816,1.3433482594251047
Queimadas,PB,2011,12.82,100.0,103.7,32.52,67.48,41298.0,54.16969344762458,1.2785122766235653
Queimadas,PB,2010,27.2,100.0,91.4,43.08,56.91,41049.0,59.24870276986041,
Quixabá,PB,2012,100.0,0.0,209.1,0.0,100.0,1759.0,37.23706651506538,2.842524161455372
Salgadinho,PB,2015,100.0,100.0,234.83,12.73,87.27,3871.0,14.466546112115733,17.87651769568587
Salgadinho,PB,2014,100.0,100.0,146.2,12.73,87.27,3813.0,14.686598478888016,18.148439548911615
Salgadinho,PB,2013,100.0,0.0,106.14,12.73,87.27,3752.0,33.02238805970149,11.99360341151386
Salgadinho,PB,2012,100.0,0.0,106.1,12.73,87.27,3612.0,34.30232558139535,12.458471760797345
Santa Inês,PB,2016,100.0,0.0,151.16,20.0,80.0,3595.0,40.33379694019472,38.94297635605007
Santa Inês,PB,2015,15.79,0.0,151.16,15.79,84.21,3594.0,40.345019476905954,38.95381190873678
Santa Inês,PB,2014,21.05,0.0,142.69,21.05,78.95,3593.0,40.35624826050654,38.96465349290287
Santa Inês,PB,2013,21.05,0.0,143.69,21.05,78.95,3592.0,39.81069042316258,38.97550111358575
Santa Inês,PB,2012,22.22,0.0,134.1,22.22,77.78,3538.0,40.41831543244771,39.5703787450537
Santa Rita,PB,2019,27.89,100.0,123.74,40.98,59.02,136586.0,87.46943317763167,3.952820933331381
Santa Rita,PB,2018,32.62,100.0,101.3,46.72,53.28,135807.0,88.31061727304188,3.943832055785048
Santa Rita,PB,2017,30.48,0.0,104.34,41.96,58.04,136851.0,87.42208679512756,3.913745606535575
Santa Rita,PB,2016,36.85,0.0,112.98,41.13,58.87,135915.0,86.64091527793106,3.83107088989442
Santa Rita,PB,2015,28.81,0.0,108.8,39.91,60.09,134940.0,87.48703127315845,3.7801986067882014
Santa Rita,PB,2014,35.66,0.0,118.88,39.92,60.08,133927.0,82.37099315298633,3.753537374838531
Santa Rita,PB,2013,39.17,0.0,135.38,40.45,59.55,132871.0,74.39922932769379,3.285141227205334
Santa Rita,PB,2012,36.08,0.0,136.9,40.92,59.08,121994.0,63.456399495057134,3.653458366804925
Santa Rita,PB,2011,37.89,0.0,95.4,53.34,46.66,121166.0,72.61938167472724,3.733720680719014
Santa Rita,PB,2010,36.63,50.0,94.4,51.91,48.08,120310.0,69.30512841825285,3.8317679328401626
São João do Tigre,PB,2012,100.0,18.75,109.6,33.33,66.67,4384.0,34.215328467153284,22.81021897810219
São José do Brejo do Cruz,PB,2014,50.0,100.0,180.04,50.0,50.0,1767.0,96.20826259196376,22.63723825693265
São José do Brejo do Cruz,PB,2013,50.0,100.0,456.85,50.0,50.0,1753.0,22.818026240730177,22.818026240730177
São Miguel de Taipu,PB,2019,100.0,0.0,212.38,0.0,100.0,7368.0,44.44896851248642,97.71986970684038
São Miguel de Taipu,PB,2018,100.0,0.0,189.84,0.0,100.0,7124.0,44.56765861875351,99.66311061201571
São Miguel de Taipu,PB,2017,100.0,0.0,189.99,0.0,100.0,7180.0,44.2200557103064,99.38718662952644
São Miguel de Taipu,PB,2016,100.0,0.0,185.82,2.27,97.73,7131.0,44.45379329687281,100.0
São Miguel de Taipu,PB,2012,100.0,0.0,116.2,12.96,87.04,6789.0,81.63205184857858,38.739136839004274
São Miguel de Taipu,PB,2011,100.0,0.0,129.0,0.0,100.0,6743.0,82.18893667507045,37.0013347174848
São Miguel de Taipu,PB,2010,100.0,0.0,129.0,0.0,100.0,6696.0,82.76583034647551,37.2610513739546
São Sebastião do Umbuzeiro,PB,2019,100.0,100.0,119.99,25.0,75.0,3489.0,98.88220120378332,98.88220120378332
São Sebastião do Umbuzeiro,PB,2018,100.0,100.0,102.34,20.62,79.37,3466.0,98.09578765147144,98.09578765147144
São Sebastião do Umbuzeiro,PB,2017,100.0,100.0,117.95,20.62,79.37,3496.0,97.25400457665904,97.25400457665904
São Sebastião do Umbuzeiro,PB,2016,100.0,100.0,139.18,19.11,80.89,3469.0,72.06687806284232,66.30152781781493
São Sebastião do Umbuzeiro,PB,2015,100.0,100.0,139.18,19.11,80.89,3440.0,72.67441860465115,66.86046511627907
São Sebastião do Umbuzeiro,PB,2014,100.0,100.0,139.18,19.11,80.89,3411.0,73.29228965112871,67.4289064790384
São Sebastião do Umbuzeiro,PB,2013,100.0,100.0,139.18,19.11,80.89,3380.0,73.96449704142012,68.04733727810651
São Sebastião do Umbuzeiro,PB,2012,100.0,100.0,139.2,0.0,100.0,3287.0,76.057195010648,69.97261940979617
Sapé,PB,2019,25.7,100.0,85.85,47.18,52.82,52625.0,64.69928741092636,21.28076009501188
Sapé,PB,2018,-8.72,100.0,145.27,12.08,87.92,52443.0,64.43948668077722,21.04189310298801
Sapé,PB,2017,-0.44,100.0,87.96,31.75,68.25,52697.0,63.52164259825037,20.81522667324516
Sapé,PB,2016,9.31,100.0,86.35,34.3,65.7,52463.0,64.28339972933306,20.88900749099365
Sapé,PB,2015,10.08,100.0,103.14,22.42,77.58,52218.0,65.8968171894749,20.952545099391013
Sapé,PB,2014,9.06,100.0,105.23,19.26,80.74,51964.0,63.28612116080363,20.97413594026634
Sapé,PB,2013,10.39,100.0,80.45,39.83,60.17,51700.0,61.28626692456479,16.55899419729207
Sapé,PB,2012,8.86,100.0,81.8,38.22,61.78,50565.0,61.85701572233759,17.262928903391675
Sapé,PB,2011,5.04,100.0,83.1,35.18,64.82,50358.0,60.79868144088327,18.79542475872751
Sapé,PB,2010,1.89,100.0,77.0,35.21,64.78,50143.0,60.9337295335341,9.8897154139162
Sousa,PB,2015,63.02,0.0,195.27,37.41,62.59,68822.0,89.29266804219581,41.87469123245474
Sousa,PB,2014,63.98,0.0,187.7,38.8,61.2,68434.0,89.79746909430985,41.965981821901394
Sousa,PB,2013,65.38,0.0,189.5,34.62,65.38,68030.0,90.33073643980596,42.21519917683375
Sousa,PB,2012,72.73,0.0,261.6,20.72,79.28,66457.0,89.5676903862648,42.052755917360095
Sousa,PB,2011,71.83,0.0,260.7,20.0,80.0,66136.0,88.79430264908673,39.56544090964074
Sousa,PB,2010,73.03,0.0,250.0,20.0,79.99,65803.0,88.34247678677264,35.76584654195097
Sumé,PB,2019,1.67,100.0,106.49,26.14,73.86,16966.0,93.41035011198868,30.58469880938347
Sumé,PB,2018,10.65,100.0,105.46,32.1,67.9,16864.0,93.30526565464896,28.243595825426944
Sumé,PB,2017,-11.91,100.0,106.12,10.14,89.86,16957.0,90.40514241905998,27.823317803856813
Sumé,PB,2016,28.62,100.0,98.66,45.25,54.75,16872.0,89.3669985775249,27.33522996680892
Sumé,PB,2015,11.19,100.0,115.57,27.21,72.79,16784.0,89.06101048617731,26.0664918970448
Tenório,PB,2019,91.67,0.0,148.9,66.67,33.33,3058.0,58.86200130804448,58.86200130804448
Tenório,PB,2018,91.6,0.0,131.51,64.0,36.0,3035.0,61.94398682042833,56.01317957166392
Tenório,PB,2017,100.0,0.0,134.12,64.0,36.0,3066.0,60.99151989562949,55.44683626875408
Tenório,PB,2016,100.0,0.0,145.78,20.0,80.0,3039.0,59.460348798947024,0.0329055610398157
Tenório,PB,2015,100.0,0.0,182.65,20.0,80.0,3011.0,39.85386914646297,0.0332115576220524
Tenório,PB,2014,100.0,0.0,150.95,20.0,80.0,2981.0,40.25494800402549,0.0335457900033545
Tenório,PB,2013,100.0,0.0,128.63,20.0,80.0,2951.0,57.74313791934937,10.166045408336158
Tenório,PB,2012,100.0,0.0,128.6,20.0,80.0,2865.0,59.47643979057592,10.471204188481677
Abreu e Lima,PE,2019,50.36,100.0,85.18,59.4,40.6,99990.0,86.84368436843684,22.8042804280428
Abreu e Lima,PE,2018,49.27,100.0,80.87,57.29,42.71,99622.0,86.68767942823874,22.828290939752264
Abreu e Lima,PE,2017,49.39,100.0,83.74,62.37,37.63,99364.0,85.37196570186384,23.05462743045771
Abreu e Lima,PE,2016,50.95,100.0,78.52,63.4,36.6,98990.0,84.66208707950298,23.15890493989292
Abreu e Lima,PE,2015,43.13,100.0,86.7,57.35,42.65,98602.0,87.75278391919028,22.313949007119533
Abreu e Lima,PE,2014,52.87,100.0,89.59,64.34,35.66,98201.0,87.50623720736041,21.944786712966263
Abreu e Lima,PE,2013,48.62,100.0,95.91,60.71,39.29,97786.0,73.24054568138588,22.109504428036733
Abreu e Lima,PE,2012,38.4,100.0,91.3,52.7,47.3,95243.0,74.56820973719853,21.81052675787197
Abreu e Lima,PE,2011,61.45,100.0,82.3,71.23,28.77,94843.0,73.9348185949411,21.891968832702467
Abreu e Lima,PE,2010,59.54,100.0,74.1,70.1,29.89,94429.0,73.84384034565652,22.195511971957767
Afogados da Ingazeira,PE,2019,15.35,100.0,92.71,46.82,53.18,37259.0,100.0,11.873641267881585
Afogados da Ingazeira,PE,2018,20.67,100.0,84.94,52.44,47.56,37111.0,100.0,11.08566193311956
Arcoverde,PE,2019,39.84,100.0,88.16,59.23,40.77,74338.0,100.0,5.133310016411525
Arcoverde,PE,2018,13.91,100.0,72.46,47.57,52.43,73844.0,100.0,5.030875900547099
Arcoverde,PE,2017,13.99,100.0,76.29,45.08,54.92,73667.0,100.0,5.0931896235763645
Arcoverde,PE,2016,10.02,100.0,62.31,48.01,51.99,73154.0,95.8785575634962,5.175383437679415
Arcoverde,PE,2015,-34.86,100.0,62.95,25.75,74.25,72625.0,93.33838209982788,5.313597246127367
Arcoverde,PE,2014,-38.56,100.0,64.8,21.36,78.64,72672.0,90.60435931307794,4.955140907089388
Arcoverde,PE,2013,11.21,100.0,84.7,38.25,61.75,72102.0,85.57876341849047,4.163546087487171
Arcoverde,PE,2012,39.85,100.0,100.4,52.82,47.18,69880.0,84.76101888952489,3.5618202633085287
Arcoverde,PE,2011,52.87,100.0,91.2,63.51,36.49,69346.0,80.06662244397657,3.603668560551438
Arcoverde,PE,2010,54.77,100.0,81.8,66.02,33.97,68793.0,78.84232407367028,3.676246129693428
Barreiros,PE,2019,50.36,100.0,70.29,63.01,36.99,42659.0,92.83152441454324,30.77896809582972
Barreiros,PE,2018,52.75,100.0,64.21,66.68,33.32,42552.0,91.62906561383718,31.829291220154165
Barreiros,PE,2017,53.22,100.0,72.16,67.12,32.88,42438.0,89.86992789481125,31.63202789952401
Barreiros,PE,2016,53.3,100.0,65.17,67.9,32.1,42331.0,87.95681651744584,31.92459426897545
Barreiros,PE,2015,44.94,100.0,73.25,61.81,38.19,42220.0,83.41781146376125,32.10563713879678
Barreiros,PE,2014,57.75,100.0,75.66,70.15,29.85,42105.0,82.62676641729011,32.26457665360408
Barreiros,PE,2013,57.33,100.0,78.31,68.74,31.26,41987.0,79.99857098625766,18.655774406363875
Barreiros,PE,2012,54.5,100.0,80.7,65.65,34.35,40973.0,71.35430649452078,18.543919166280237
Barreiros,PE,2011,63.22,100.0,87.4,71.37,28.63,40855.0,71.79782156406804,19.118834903928526
Barreiros,PE,2010,58.37,100.0,65.4,66.89,33.1,40732.0,64.49474614553668,18.92615142885201
Cabo de Santo Agostinho,PE,2019,33.09,100.0,347.33,37.2,62.8,207048.0,87.88348595494764,11.625323596460724
Cabo de Santo Agostinho,PE,2018,39.13,100.0,341.2,41.23,58.77,205112.0,86.83743515737743,10.646378563906548
Cabo de Santo Agostinho,PE,2017,39.25,100.0,346.68,44.04,55.96,204653.0,85.21692816621305,10.633120452668663
Cabo de Santo Agostinho,PE,2016,40.41,100.0,350.79,44.88,55.12,202636.0,78.96326417813222,10.517874415207563
Cabo de Santo Agostinho,PE,2015,34.96,100.0,363.17,40.14,59.86,200546.0,83.48708027086055,11.957855055697944
Cabo de Santo Agostinho,PE,2014,42.44,100.0,359.26,46.87,53.13,198383.0,82.67643900939092,11.152165256095532
Cabo de Santo Agostinho,PE,2013,36.97,100.0,297.58,42.53,57.47,196152.0,81.24923528692035,11.080182715445163
Cabo de Santo Agostinho,PE,2012,22.34,100.0,220.6,31.22,68.78,189222.0,82.19710181691346,8.733128283180601
Cabo de Santo Agostinho,PE,2011,53.67,100.0,223.1,59.56,40.44,187159.0,76.36768736742556,7.99480655485443
Cabo de Santo Agostinho,PE,2010,52.06,100.0,175.2,61.8,38.19,185025.0,70.54722334819618,7.822186191055263
Camaragibe,PE,2019,53.41,100.0,83.8,64.79,35.21,157828.0,78.98725194515549,1.3292951820969665
Camaragibe,PE,2018,54.19,100.0,81.33,63.04,36.96,156736.0,79.2555634953042,1.4272407104940794
Camaragibe,PE,2017,54.34,100.0,86.17,65.32,34.68,156361.0,76.81710912567712,1.4504895722079036
Camaragibe,PE,2016,54.37,100.0,77.66,66.09,33.91,155228.0,76.62857216481562,1.5332285412425593
Camaragibe,PE,2015,53.41,100.0,84.4,65.89,34.11,154054.0,78.42639593908629,1.7747023770885533
Camaragibe,PE,2014,50.84,100.0,85.0,63.7,36.3,152840.0,78.94268516095264,1.6108348599842972
Camaragibe,PE,2013,61.87,100.0,88.74,71.13,28.87,151587.0,79.4876869388536,1.6149142076827168
Camaragibe,PE,2012,54.36,99.47,96.5,64.44,35.56,146847.0,80.75411823190123,1.3497041138055257
Camaragibe,PE,2011,67.07,100.0,98.8,73.89,26.11,145676.0,80.11477525467475,1.3632993766989758
Camaragibe,PE,2010,71.94,100.0,92.2,77.62,22.37,144466.0,80.54628770783438,1.3740257223152852
Carnaubeira da Penha,PE,2015,100.0,100.0,118.15,0.0,100.0,12603.0,25.390779973022298,25.390779973022298
Carnaubeira da Penha,PE,2014,100.0,100.0,118.15,0.0,100.0,12496.0,25.60819462227913,25.60819462227913
Caruaru,PE,2019,7.68,100.0,93.07,35.93,64.07,361118.0,100.0,54.85769194556904
Caruaru,PE,2018,2.98,100.0,83.04,36.17,63.83,356872.0,100.0,54.6114573292385
Caruaru,PE,2017,-2.01,100.0,78.66,34.79,65.21,356128.0,100.0,53.226929643274325
Caruaru,PE,2016,2.35,100.0,79.85,34.86,65.14,351686.0,100.0,47.82135200150134
Caruaru,PE,2015,19.1,100.0,94.15,41.65,58.35,347088.0,97.8855506384548,44.03523025860876
Caruaru,PE,2014,38.95,100.0,107.94,53.56,46.44,342328.0,93.56815685541352,43.37360659951859
Caruaru,PE,2013,35.31,100.0,112.27,49.56,50.44,337416.0,89.02126751547051,40.96901154657752
Caruaru,PE,2012,37.78,99.99,111.6,51.5,48.5,324095.0,92.43956247396596,39.29650256869128
Caruaru,PE,2011,46.18,100.0,104.3,59.55,40.45,319580.0,92.36842105263158,38.21421866199387
Caruaru,PE,2010,47.7,100.0,101.4,60.0,39.99,314912.0,91.95616553195812,38.163995020831216
Dormentes,PE,2019,23.89,100.0,64.87,57.25,42.75,18908.0,42.34186587687751,26.681827797757563
Dormentes,PE,2018,-40.7,100.0,65.03,22.3,77.7,18734.0,42.99669050923455,27.031066510088607
Dormentes,PE,2017,-6.0,100.0,71.65,36.27,63.73,18692.0,42.8686068906484,27.161352450246092
Dormentes,PE,2016,-7.85,100.0,75.85,32.07,67.93,18510.0,42.6418152350081,26.99081577525661
Dormentes,PE,2015,-41.65,100.0,78.73,8.57,91.43,18321.0,42.97254516674854,27.711369466732165
Dormentes,PE,2014,-29.55,100.0,79.08,17.08,82.92,18126.0,42.38111000772371,27.77777777777778
Dormentes,PE,2013,-26.28,100.0,86.98,14.29,85.71,17925.0,41.96931659693166,28.17852161785216
Dormentes,PE,2012,-3.21,100.0,95.2,24.43,75.57,17296.0,40.51803885291397,28.1567992599445
Dormentes,PE,2011,13.01,0.0,95.0,34.74,65.26,17110.0,37.15371127995324,27.4926943308007
Fernando de Noronha,PE,2019,16.14,100.0,300.16,23.33,76.67,3061.0,100.0,67.75563541326363
Fernando de Noronha,PE,2018,18.62,100.0,285.52,25.04,74.96,3021.0,100.0,71.0691823899371
Fernando de Noronha,PE,2017,20.29,100.0,292.21,25.06,74.94,3016.0,100.0,70.6896551724138
Fernando de Noronha,PE,2016,9.48,100.0,294.79,15.48,84.52,2974.0,86.01210490921318,53.29522528581035
Fernando de Noronha,PE,2015,7.19,100.0,267.51,14.27,85.73,2930.0,100.0,72.66211604095562
Fernando de Noronha,PE,2014,12.22,100.0,227.45,21.01,78.99,2884.0,100.0,72.91955617198336
Fernando de Noronha,PE,2013,13.88,100.0,244.48,21.52,78.48,2837.0,100.0,71.94219245682059
Fernando de Noronha,PE,2012,22.44,100.0,319.7,27.08,72.92,2718.0,100.0,71.41280353200882
Fernando de Noronha,PE,2011,34.83,100.0,283.4,39.02,60.98,2675.0,100.0,76.97196261682244
Fernando de Noronha,PE,2010,14.33,100.0,246.6,19.92,80.07,2630.0,100.0,91.02661596958174
Garanhuns,PE,2019,25.27,100.0,102.21,46.93,53.07,139788.0,100.0,12.988954702835724
Garanhuns,PE,2018,26.24,100.0,93.18,49.41,50.59,138983.0,100.0,12.631041206478493
Garanhuns,PE,2017,26.2,100.0,101.57,45.71,54.29,138642.0,100.0,12.98019359212937
Garanhuns,PE,2016,28.85,100.0,98.73,46.23,53.77,137810.0,100.0,10.164719541397575
Garanhuns,PE,2015,26.33,100.0,97.59,44.75,55.25,136949.0,100.0,10.00883540588102
Garanhuns,PE,2014,33.99,100.0,101.22,49.44,50.56,136057.0,99.81184356556444,9.486465231483864
Garanhuns,PE,2013,29.2,100.0,107.12,44.35,55.65,135138.0,95.4823957732096,7.60777871509124
Garanhuns,PE,2012,29.76,100.0,106.7,44.22,55.78,131169.0,94.40569036891338,7.472802262729761
Garanhuns,PE,2011,39.27,100.0,104.5,51.99,48.01,130303.0,90.7738118078632,7.514025003261629
Garanhuns,PE,2010,49.79,100.0,99.1,59.48,40.51,129408.0,87.30063056379822,7.576038575667655
Gravatá,PE,2019,23.68,100.0,135.2,43.03,56.97,84074.0,100.0,1.483217165830102
Gravatá,PE,2018,25.37,100.0,129.96,45.53,54.47,83437.0,100.0,1.5292975538430194
Gravatá,PE,2017,9.6,100.0,126.56,34.49,65.51,83241.0,100.0,1.54010643793323
Gravatá,PE,2016,11.22,100.0,120.63,35.76,64.24,82579.0,100.0,1.8467164775548264
Gravatá,PE,2015,17.98,100.0,136.29,36.55,63.45,81893.0,100.0,1.8463116505684245
Gravatá,PE,2014,35.69,100.0,138.31,48.46,51.54,81182.0,100.0,1.8267596265181936
Gravatá,PE,2013,29.34,100.0,131.17,43.91,56.09,80450.0,100.0,1.8582970789310127
Gravatá,PE,2012,36.65,99.58,136.6,47.92,52.08,77845.0,100.0,1.916629199049393
Gravatá,PE,2011,51.66,100.0,130.7,60.3,39.7,77164.0,100.0,1.929656316416982
Gravatá,PE,2010,54.93,100.0,119.7,62.75,37.24,76458.0,100.0,1.9487823380156424
Igarassu,PE,2019,49.77,100.0,90.51,56.54,43.46,117019.0,73.89141934215812,2.9371298677992463
Igarassu,PE,2018,51.63,100.0,81.98,56.32,43.68,115640.0,73.79972327914216,2.992909028017986
Igarassu,PE,2017,52.04,100.0,81.39,63.19,36.81,115398.0,72.2967469106917,3.034714639768453
Igarassu,PE,2016,55.93,100.0,77.36,66.61,33.39,113956.0,71.3889571413528,3.1512162589069463
Igarassu,PE,2015,45.19,100.0,91.66,58.73,41.27,112463.0,68.77461920809512,2.182940166988254
Igarassu,PE,2014,43.56,100.0,100.43,56.09,43.91,110917.0,65.59499445531344,1.432602757016508
Igarassu,PE,2013,52.32,100.0,102.8,62.28,37.72,109322.0,64.72073324673899,1.3876438411298733
Igarassu,PE,2012,43.68,99.2,101.5,54.85,45.15,105003.0,66.86951801377103,1.4418635658028818
Igarassu,PE,2011,62.24,100.0,91.9,70.74,29.26,103537.0,65.96192665423955,1.445859934129828
Igarassu,PE,2010,62.64,100.0,81.0,71.01,28.98,102021.0,63.02918026680781,1.4722459101557523
Inajá,PE,2015,100.0,0.0,170.61,16.79,83.21,21932.0,60.477840598212666,22.893488965894583
Inajá,PE,2014,100.0,0.0,179.74,11.63,88.37,21475.0,61.34109429569266,23.38067520372526
Inajá,PE,2013,100.0,0.0,175.86,12.28,87.72,21003.0,60.85321144598391,22.97290863210017
Inajá,PE,2012,100.0,0.0,157.9,22.22,77.78,19957.0,60.855840056120655,22.97439494914065
Ipojuca,PE,2019,40.79,100.0,90.79,57.21,42.79,96204.0,64.19379651573739,14.603342896345268
Ipojuca,PE,2018,35.9,100.0,79.18,54.69,45.31,94709.0,63.31394059698656,14.51709974764806
Ipojuca,PE,2017,36.82,100.0,78.86,56.15,43.85,94533.0,61.73293981995705,14.42882379698095
Ipojuca,PE,2016,41.52,100.0,74.26,60.28,39.72,92965.0,58.46071102027645,13.893400742214812
Ipojuca,PE,2015,37.02,100.0,83.87,57.03,42.97,91341.0,57.78018633472372,11.953011243581743
Ipojuca,PE,2014,36.06,100.0,94.07,54.26,45.74,89660.0,57.56413116216819,11.016060673656034
Ipojuca,PE,2013,44.52,100.0,95.08,59.37,40.63,87926.0,53.90214498555604,11.120715146828012
Ipubi,PE,2019,19.93,100.0,74.45,31.2,68.8,30854.0,55.16626693459519,28.11304855124133
Ipubi,PE,2018,25.05,100.0,70.68,46.83,53.17,30512.0,55.71250655479811,28.70673833245936
Ipubi,PE,2017,25.33,100.0,73.56,46.18,53.82,30447.0,55.86757315991724,29.18185699740533
Ipubi,PE,2016,7.72,100.0,65.26,35.18,64.82,30091.0,55.850586554119175,29.73978930577249
Ipubi,PE,2015,7.64,100.0,72.5,34.3,65.7,29721.0,56.52232428249386,27.46206386056997
Itambé,PE,2012,25.53,100.0,207.8,25.53,74.47,35461.0,83.04898339020332,3.3839993232001357
Itambé,PE,2011,20.15,100.0,202.1,20.15,79.85,35430.0,83.12164832063223,3.3869602032176123
Itambé,PE,2010,25.44,,176.2,25.44,74.55,35398.0,83.12334030171196,3.390022035143228
Jaboatão dos Guararapes,PE,2019,32.39,100.0,109.6,39.09,60.91,702298.0,79.47125009611304,18.937117861648478
Jaboatão dos Guararapes,PE,2018,32.51,100.0,112.45,39.13,60.87,697636.0,78.77331445051574,19.22392193063431
Jaboatão dos Guararapes,PE,2017,32.87,100.0,108.84,47.18,52.82,695956.0,76.47107001017307,19.11155302921449
Jaboatão dos Guararapes,PE,2016,33.15,100.0,111.37,47.86,52.14,691125.0,74.16979562307831,18.95127509495388
Jaboatão dos Guararapes,PE,2015,34.51,100.0,110.09,49.3,50.7,686122.0,74.05155351380658,6.659019824462704
Jaboatão dos Guararapes,PE,2014,24.66,100.0,128.98,41.06,58.94,680943.0,73.19100130260536,6.588950910722337
Jaboatão dos Guararapes,PE,2013,63.29,100.0,105.33,70.63,29.37,675599.0,53.961891595458255,6.9316266009866805
Jaboatão dos Guararapes,PE,2012,55.14,99.93,114.6,62.97,37.03,654786.0,55.29027804504067,6.536028565057897
Jaboatão dos Guararapes,PE,2011,65.49,100.0,117.8,71.67,28.33,649788.0,55.328199351173005,6.747431469956355
Jaboatão dos Guararapes,PE,2010,69.75,100.0,97.6,75.91,24.08,644620.0,54.43982501318606,6.837671806645776
Jatobá,PE,2011,41.39,0.0,65.0,41.39,58.61,14026.0,100.0,76.62198773705975
Jatobá,PE,2010,,,,,,13963.0,89.75148607032872,29.513714817732577
Lagoa Grande,PE,2019,49.42,100.0,78.99,62.3,37.7,25601.0,60.88824655286903,10.476153275262686
Lagoa Grande,PE,2018,49.7,100.0,73.97,61.86,38.14,25349.0,61.067497731665945,10.639472957513116
Lagoa Grande,PE,2017,49.75,100.0,76.65,62.99,37.01,25294.0,60.78516644263462,10.789119949395111
Lagoa Grande,PE,2016,51.43,100.0,70.61,65.53,34.47,25030.0,59.94007191370356,10.89093088294047
Lagoa Grande,PE,2015,48.04,100.0,78.04,63.76,36.24,24757.0,60.17691965908632,11.156440602657836
Lagoa Grande,PE,2014,57.69,100.0,85.94,69.01,30.99,24475.0,59.72216547497447,11.325842696629216
Moreno,PE,2019,33.9,100.0,71.18,55.56,44.44,62784.0,80.5762614678899,29.389653414882773
Moreno,PE,2018,22.09,100.0,64.76,45.39,54.61,62263.0,81.1621669370252,29.79297496105231
Moreno,PE,2017,15.01,100.0,65.96,45.3,54.7,62119.0,80.41983934062043,30.135707271527227
Moreno,PE,2016,17.36,100.0,66.71,45.3,54.7,61577.0,80.53656397680953,30.45130487032496
Moreno,PE,2015,12.62,100.0,74.59,42.35,57.65,61016.0,78.49744329356234,29.500458896027272
Moreno,PE,2014,39.02,100.0,80.1,58.37,41.63,60435.0,78.53230743774303,24.585091420534457
Moreno,PE,2013,32.59,100.0,77.35,55.33,44.67,59836.0,77.61381108362858,23.82010829600909
Moreno,PE,2012,24.04,100.0,88.1,44.31,55.69,57828.0,75.26976551151692,21.12471467109359
Moreno,PE,2011,45.23,100.0,84.3,61.34,38.66,57271.0,74.62415533166873,21.003649316407955
Moreno,PE,2010,48.44,100.0,76.6,63.76,36.23,56696.0,73.41082263298998,17.42098207986454
Nazaré da Mata,PE,2019,28.65,100.0,79.0,47.47,52.53,32471.0,96.18120784700194,31.97006559699424
Nazaré da Mata,PE,2018,25.65,100.0,75.34,47.04,52.96,32366.0,95.28208613977633,32.237533213866406
Nazaré da Mata,PE,2017,24.07,100.0,91.47,42.33,57.67,32280.0,94.45167286245352,32.57125154894672
Nazaré da Mata,PE,2016,25.79,100.0,78.11,45.7,54.3,32174.0,93.14042394480016,32.64747933113694
Nazaré da Mata,PE,2015,21.61,100.0,81.71,43.56,56.44,32064.0,91.75711077844312,23.75249500998004
Nazaré da Mata,PE,2014,45.24,100.0,85.8,59.99,40.01,31951.0,90.46039247597884,10.68198178460768
Nazaré da Mata,PE,2013,36.26,100.0,89.62,52.36,47.64,31834.0,84.85581453791544,10.76521957655337
